170 (272)
196 (297)
52 (336)
262 (394)
737 (409)
220 (419)
123 (435)
493 (516)
258 (534)
222 (1024)
715 (614)
717 117 (1129)
216 119 (291)
208 (864)
182 149 165 (347)
200 (957)
210 (1000)
186 180 176 165 (269)
149 180 176 165 (413)
115 119 (917)
118 119 (558)
294 292 276 (1874)
