ClassName of AcceptChar	AutomatonToCode.81027.224448.pex\ncover_report.html	AutomatonToCode.81028.023513.pex\ncover_report.html	Diff:Col1-Col2 
1_1_20_10_26_2008_10_14_59_PM_640.cs	0	0	0
1_1_20_10_26_2008_10_14_59_PM_627.cs	0	0	0
1_1_20_10_26_2008_10_14_59_PM_642.cs	0	0	0
1_1_20_10_26_2008_10_14_59_PM_644.cs	0	0	0
1_1_20_10_26_2008_10_14_59_PM_645.cs	0	0	0
1_1_20_10_26_2008_10_14_59_PM_646.cs	0	0	0
1_1_20_10_26_2008_10_14_56_PM_308.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_27.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_2.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_408.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_252.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_302.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_303.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_304.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_305.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_306.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_400.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_401.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_654.cs	0	0	0
1_1_20_10_26_2008_10_14_54_PM_65.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_405.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_657.cs	0	0	0
1_1_20_10_26_2008_10_14_56_PM_268.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_269.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_84.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_189.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_353.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_262.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_344.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_345.cs	66.7	66.7	0
1_1_20_10_26_2008_10_14_59_PM_670.cs	0	0	0
1_1_20_10_26_2008_10_14_59_PM_677.cs	0	0	0
1_1_20_10_26_2008_10_14_58_PM_543.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_544.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_51.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_52.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_533.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_535.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_62.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_537.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_7.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_258.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_259.cs	66.7	66.7	0
1_1_20_10_26_2008_10_14_53_PM_41.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_86.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_89.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_251.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_298.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_299.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_254.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_255.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_256.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_278.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_608.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_24.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_293.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_294.cs	66.7	66.7	0
1_1_20_10_26_2008_10_14_56_PM_295.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_297.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_273.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_274.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_275.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_276.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_277.cs	66.7	66.7	0
1_1_20_10_26_2008_10_14_56_PM_310.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_316.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_410.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_90.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_412.cs	0	0	0
1_1_20_10_26_2008_10_14_54_PM_87.cs	100	100	0
1_1_20_10_26_2008_10_15_00_PM_705.cs	0	0	0
1_1_20_10_26_2008_10_15_00_PM_704.cs	0	0	0
1_1_20_10_26_2008_10_14_54_PM_96.cs	100	100	0
1_1_20_10_26_2008_10_15_00_PM_703.cs	0	0	0
1_1_20_10_26_2008_10_14_57_PM_399.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_25.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_204.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_206.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_19.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_396.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_397.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_50.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_618.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_619.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_550.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_551.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_552.cs	0	0	0
1_1_20_10_26_2008_10_14_58_PM_553.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_554.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_610.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_611.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_612.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_489.cs	0	0	0
1_1_20_10_26_2008_10_14_59_PM_614.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_590.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_617.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_639.cs	0	0	0
1_1_20_10_26_2008_10_14_58_PM_594.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_595.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_571.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_572.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_483.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_574.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_15.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_461.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_462.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_633.cs	0	0	0
1_1_20_10_26_2008_10_14_59_PM_634.cs	0	0	0
1_1_20_10_26_2008_10_14_57_PM_465.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_636.cs	0	0	0
1_1_20_10_26_2008_10_14_57_PM_467.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_26.cs	0	0	0
1_1_20_10_26_2008_10_14_57_PM_379.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_370.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_374.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_376.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_377.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_85.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_647.cs	0	0	0
1_1_20_10_26_2008_10_14_53_PM_13.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_39.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_455.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_369.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_360.cs	0	0	0
1_1_20_10_26_2008_10_14_57_PM_362.cs	66.7	66.7	0
1_1_20_10_26_2008_10_14_57_PM_364.cs	66.7	66.7	0
1_1_20_10_26_2008_10_15_00_PM_720.cs	0	0	0
1_1_20_10_26_2008_10_14_57_PM_448.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_449.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_82.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_472.cs	0	0	0
1_1_20_10_26_2008_10_14_56_PM_333.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_190.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_482.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_88.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_484.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_35.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_248.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_220.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_222.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_224.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_225.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_240.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_227.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_242.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_244.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_246.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_73.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_542.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_58.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_83.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_93.cs	100	100	0
1_1_20_10_26_2008_10_14_56_PM_327.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_620.cs	0	0	0
1_1_20_10_26_2008_10_14_59_PM_621.cs	0	0	0
1_1_20_10_26_2008_10_14_59_PM_622.cs	0	0	0
1_1_20_10_26_2008_10_14_53_PM_16.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_68.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_661.cs	0	0	0
1_1_20_10_26_2008_10_14_53_PM_18.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_119.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_667.cs	0	0	0
1_1_20_10_26_2008_10_14_58_PM_516.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_59.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_528.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_458.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_548.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_549.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_60.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_520.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_521.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_522.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_523.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_524.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_525.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_526.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_527.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_599.cs	100	100	0
1_1_20_10_26_2008_10_14_58_PM_547.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_600.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_478.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_602.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_603.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_604.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_605.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_606.cs	100	100	0
1_1_20_10_26_2008_10_14_59_PM_607.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_494.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_495.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_471.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_497.cs	66.7	66.7	0
1_1_20_10_26_2008_10_14_57_PM_473.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_474.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_475.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_476.cs	0	0	0
1_1_20_10_26_2008_10_14_57_PM_477.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_347.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_463.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_464.cs	100	100	0
1_1_20_10_26_2008_10_14_54_PM_55.cs	100	100	0
1_1_20_10_26_2008_10_14_57_PM_366.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_1.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_210.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_211.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_212.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_213.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_214.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_215.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_216.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_169.cs	0	0	0
1_1_20_10_26_2008_10_14_55_PM_180.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_181.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_182.cs	100	100	0
1_1_20_10_26_2008_10_14_53_PM_6.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_184.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_160.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_161.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_162.cs	100	100	0
1_1_20_10_26_2008_10_14_55_PM_164.cs	100	100	0
Sum	48867.09	48867.09
Ave	77.1992	77.1992
Diff_sum(col1-col2)	0
Diff_ave(col1-col2)	0
Class_amount	633
