137 (387)
377 (400)
116 (416)
65 (428)
253 (510)
135 (534)
62 63 (553)
366 (608)
117 (1014)
114 (823)
110 (860)
111 (998)
95 86 (461)
104 (957)
97 94 92 (536)
78 94 92 86 (413)
59 63 (907)
367 61 (1097)
