subject,Jung,OpenJGraph,JGrapht,Grappa
4.042270913,0,0,0,0
4.043198972,0,0,0,0
4.044125646,0,0,0,0
4.04505094,0,0,0,0
4.045974858,0,0,0,0
4.046897405,0,0,0,0
4.047818583,0,0,0,0
4.048738398,0,0,0,0
4.049656854,0,0,0,0
4.050573954,0,0,0,0
4.051489702,0,0,0,0
4.052404102,0,0,0,0
4.053317159,0,0,0,0
4.054228875,0,0,0,0
4.055139256,0,0,0,0
4.056048306,0.430676558,0,0,0
4.056956027,0,0,0,0
4.057862423,0,0,0,0
4.0587675,0,0,0,0
4.05967126,0,0,0,0
4.060573707,0,0,0,0
4.061474846,0,0,0,0
4.06237468,0,0,0,0
4.063273212,0,0,0,0
4.064170446,0,0,0,0
4.065066387,0,0,0,0
4.065961038,0,0,0,0
4.066854403,0,0,0,0
4.067746485,0,0,0,0
4.068637288,0,0,0,0
4.069526815,0,0,0,0
4.070415071,0,0,0,0
4.071302059,0,0,0,0
4.072187783,0,0,0,0
4.073072245,0,0,0,0
4.073955451,0,0,0,0
4.074837403,0,0,0,0
4.075718104,0,0,0,0
4.076597559,0,0,0,0
4.077475772,0,0,0,0
4.078352744,0,0,0,0
4.079228481,0,0,0,0
4.080102984,0,0,0,0
4.080976259,0,0,0,0
4.081848308,0,0,0,0
4.082719135,0,0,0,0
4.083588744,0,0,0,0
4.084457136,0.21,0,0,0
4.085324317,0,0,0,0
4.086190289,0,0,0,0
4.087055056,0,0,0,0
4.087918621,0,0,0,0
4.088780988,0,0,0,0
4.089642159,0,0,0,0
4.090502138,0,0,0,0
4.091360929,0,0,0,0
4.092218534,0,0,0,0
4.093074957,0,0,0,0
4.093930202,0,0,0,0
4.094784271,0,0,0,0
4.095637167,0,0,0,0
4.096488894,0,0,0,0
4.097339455,0,0,0,0
4.098188854,0,0,0,0
4.099037093,0,0,0,0
4.099884175,0,0,0,0
4.100730105,0,0,0,0
4.101574884,0,0,0,0
4.102418516,0,0,0,0
4.103261004,0,0,0,0
4.104102351,0,0,0,0
4.104942561,0,0,0,0
4.105781636,0,0,0,0
4.106619579,0,0,0,0
4.107456394,0,0,0,0
4.108292084,0,0,0,0
4.109126651,0,0,0,0
4.109960098,0,0,0,0
4.110792429,0,0,0,0
4.111623646,0,0,0,0
4.112453753,0,0,0,0
4.113282753,0,0,0,0
4.114110647,0,0,0,0
4.11493744,0,0,0,0
4.115763135,0,0,0,0
4.116587733,0,0,0,0
4.117411239,0,0,0,0
4.118233655,0,0,0,0
4.119054983,0,0,0,0
4.119875228,0,0,0,0
4.12069439,0,0,0,0
4.121512475,0,0,0,0
4.122329483,0,0,0,0
4.123145419,0,0,0,0
4.123960285,0,0,0,0
4.124774083,0,0,0,0
4.125586817,0,0,0,0
4.126398489,0,0,0,0
4.127209102,0.21,0,0,0
4.128018659,0,0,0,0
4.128827163,0,0,0,0
4.129634616,0,0,0,0
4.130441021,0,0,0,0
4.13124638,0,0,0,0
4.132050697,0,0,0,0
4.132853975,0,0,0,0
4.133656215,0,0,0,0
4.134457421,0,0,0,0
4.135257595,0,0,0,0
4.136056739,0,0,0,0
4.136854857,0,0,0,0
4.137651952,0,0,0,0
4.138448025,0,0,0,0
4.139243079,0,0,0,0
4.140037118,0,0,0,0
4.140830143,0,0,0,0
4.141622157,0,0,0,0
4.142413162,0,0,0,0
4.143203162,0,0,0,0
4.143992159,0,0,0,0
4.144780155,0,0,0,0
4.145567154,0,0,0,0
4.146353156,0,0,0,0
4.147138166,0.21,0,0,0
4.147922185,0,0,0,0
4.148705215,0,0,0,0
4.149487261,0,0,0,0
4.150268323,0,0,0,0
4.151048405,0,0,0,0
4.151827508,0,0,0,0
4.152605636,0,0,0,0
4.15338279,0,0,0,0
4.154158974,0,0,0,0
4.154934189,0,0,0,0
4.155708439,0,0,0,0
4.156481724,0,0,0,0
4.157254049,0,0,0,0
4.158025414,0,0,0,0
4.158795823,0,0,0,0
4.159565279,0,0,0,0
4.160333782,0,0,0,0
4.161101336,0,0,0,0
4.161867943,0,0,0,0
4.162633605,0,0,0,0
4.163398325,0,0,0,0
4.164162105,0.21,0,0,0
4.164924948,0,0,0,0
4.165686855,0,0,0,0
4.166447828,0,0,0,0
4.167207871,0,0,0,0
4.167966985,0,0,0,0
4.168725173,0,0,0,0
4.169482437,0,0,0,0
4.170238779,0,0,0,0
4.170994202,0,0,0,0
4.171748707,0,0,0,0
4.172502297,0,0,0,0
4.173254974,0,0,0,0
4.174006741,0,0,0,0
4.174757599,0,0,0,0
4.17550755,0,0,0,0
4.176256598,0,0,0,0
4.177004744,0,0,0,0
4.17775199,0,0,0,0
4.178498338,0,0,0,0
4.179243791,0,0,0,0
4.179988351,0,0,0,0
4.180732019,0,0,0,0
4.181474798,0,0,0,0
4.182216691,0,0,0,0
4.182957699,0,0,0,0
4.183697824,0,0,0,0
4.184437068,0,0,0,0
4.185175434,0,0,0,0
4.185912924,0,0,0,0
4.186649539,0,0,0,0
4.187385282,0.21,0,0,0
4.188120155,0.21,0,0,0
4.18885416,0,0,0,0
4.189587299,0,0,0,0
4.190319573,0,0,0,0
4.191050986,0,0,0,0
4.191781538,0.21,0,0,0
4.192511233,0,0,0,0
4.193240072,0,0,0,0
4.193968057,0,0,0,0
4.194695189,0,0,0,0
4.195421472,0,0,0,0
4.196146907,0,0,0,0
4.196871496,0,0,0,0
4.197595241,0,0,0,0
4.198318144,0,0,0,0
4.199040207,0,0,0,0
4.199761431,0,0,0,0
4.20048182,0,0,0,0
4.201201374,0,0,0,0
4.201920096,0,0,0,0
4.202637987,0,0,0,0
4.20335505,0,0,0,0
4.204071286,0,0,0,0
4.204786698,0,0,0,0
4.205501287,0,0,0,0
4.206215055,0,0,0,0
4.206928004,0,0,0,0
4.207640135,0,0,0,0
4.208351452,0,0,0,0
4.209061955,0,0,0,0
4.209771647,0,0,0,0
4.210480529,0,0,0,0
4.211188603,0,0,0,0
4.211895871,0,0,0,0
4.212602335,0,0,0,0
4.213307996,0,0,0,0
4.214012857,0,0,0,0
4.21471692,0,0,0,0
4.215420185,0,0,0,0
4.216122655,0,0,0,0
4.216824332,0,0,0,0
4.217525218,0,0,0,0
4.218225314,0,0,0,0
4.218924621,0,0,0,0
4.219623143,0,0,0,0
4.22032088,0,0,0,0
4.221017835,0,0,0,0
4.221714009,0,0,0,0
4.222409403,0,0,0,0
4.22310402,0,0,0,0
4.223797862,0,0,0,1.365212389
4.224490929,0,0,0,0
4.225183224,0,0,0,0
4.225874749,0,0,0,0
4.226565505,0,0,0,0
4.227255494,0.21,0,0,0
4.227944718,0,0,0,0
4.228633177,0,0,0,0
4.229320875,0,0,0,0
4.230007813,0,0,0,0
4.230693992,0,0,0,0
4.231379414,0,0,0,0
4.23206408,0,0,0,0
4.232747993,0,0,0,0
4.233431154,0,0,0,0
4.234113565,0,0,0,0
4.234795227,0,0,0,0
4.235476142,0,0,0,0
4.236156312,0,0,0,0
4.236835738,0,0,0,0
4.237514422,0,0,0,0
